,id,b,l,ra,dec,parallax,parallax_err,parallax_pmdec_corr,parallax_pmra_corr,pmdec,pmdec_err,pmra,pmra_err,pmra_pmdec_corr,vrad,vrad_err,Gmag,BPmag,RPmag
2088,4743389128975431552,-58.8122673034668,276.1575012207031,35.82270050048828,-53.27798080444336,2.1168251037597656,0.2548069655895233,-0.33277779817581177,0.2100934237241745,6.9307332038879395,0.3668621778488159,-8.390646934509277,0.37359559535980225,-0.15342064201831818,,,19.015989303588867,20.301443099975586,17.782560348510742
2089,4743389300774128128,-58.8224983215332,276.1382141113281,35.8236083984375,-53.26369857788086,0.7024697065353394,0.3411790728569031,-0.457140177488327,0.2177322655916214,-8.04243278503418,0.47349363565444946,11.458536148071289,0.48000451922416687,-0.1804393082857132,,,19.631208419799805,20.246919631958008,18.855562210083008
2090,4743389300774129280,-58.82892608642578,276.1404113769531,35.815006256103516,-53.25968551635742,1.9366741180419922,0.5821084976196289,-0.12651795148849487,0.11861372739076614,1.5386698246002197,1.2476886510849,18.010398864746094,1.0379910469055176,-0.4061697721481323,,,20.274574279785156,21.07673454284668,19.18389892578125
2091,4743389305070166272,-58.82720947265625,276.1287536621094,35.824405670166016,-53.25691223144531,0.8173397183418274,0.016972741112113,-0.2993920147418976,0.12394560128450394,11.779088020324707,0.02573923021554947,14.252046585083008,0.025017796084284782,-0.12056274712085724,,,14.175138473510742,14.572724342346191,13.626599311828613
2160,4743380474617369472,-58.99198913574219,276.5088195800781,35.39619827270508,-53.2648811340332,0.3349398374557495,0.06944601982831955,-0.3821134567260742,-0.05488362908363342,-1.0912001132965088,0.10056883096694946,6.1683526039123535,0.11379360407590866,0.035221848636865616,,,17.130754470825195,17.462373733520508,16.624391555786133
2163,4743379856142079104,-58.96418762207031,276.4518737792969,35.4637565612793,-53.26624298095703,0.9989902377128601,0.44117671251296997,-0.34961631894111633,0.14583836495876312,-2.5212574005126953,0.7315483093261719,-1.6663635969161987,0.7290672659873962,-0.39120203256607056,,,20.107364654541016,20.812822341918945,18.867950439453125
2164,4743379920565555200,-58.948089599609375,276.4136047363281,35.50628662109375,-53.26518630981445,5.548474311828613,0.33497321605682373,-0.3302828371524811,0.120878666639328,12.771699905395508,0.5250126719474792,30.6336727142334,0.5638306736946106,-0.19918444752693176,,,19.737951278686523,19.796215057373047,19.31005096435547
2165,4743379959221294336,-58.96087646484375,276.4361267089844,35.47758102416992,-53.26333236694336,1.9471360445022583,0.1340949684381485,-0.23312604427337646,0.11908011883497238,0.08355160802602768,0.2183896154165268,4.391176223754883,0.2173072248697281,-0.12366396933794022,,,18.401689529418945,19.596025466918945,17.224401473999023
2169,4743380504682100736,-59.009098052978516,276.5276794433594,35.3651008605957,-53.25848388671875,1.3603824377059937,0.33361926674842834,-0.2593482434749603,0.13119368255138397,-0.6691718697547913,0.5386501550674438,3.933242082595825,0.5799262523651123,0.05764579027891159,,,19.806053161621094,20.55820083618164,18.715662002563477
2170,4743380508977107456,-59.00716018676758,276.5228271484375,35.370357513427734,-53.2582893371582,0.939030110836029,0.022354111075401306,-0.3725318908691406,0.04668358713388443,-7.845320224761963,0.030484437942504883,22.86838722229004,0.03233761340379715,0.0807257816195488,,,13.944740295410156,14.196525573730469,13.534942626953125
2172,4743380990012548096,-58.9984130859375,276.4096374511719,35.453006744384766,-53.2261962890625,1.1828973293304443,0.8402898907661438,-0.2532038688659668,0.21909277141094208,-7.091446876525879,1.733076810836792,10.820452690124512,1.5691701173782349,-0.36597320437431335,,,20.754261016845703,21.542875289916992,19.58807945251465
2174,4743381054436935808,-59.0118522644043,276.409912109375,35.43791198730469,-53.216243743896484,1.0219826698303223,0.7527565360069275,-0.2305452525615692,-0.10760906338691711,2.0761964321136475,1.4120256900787354,3.1371397972106934,1.5035102367401123,-0.46107545495033264,,,20.653167724609375,20.65252113342285,20.337629318237305
2178,4743400055372233472,-58.888832092285156,276.3236999511719,35.63017654418945,-53.27851867675781,1.3417859077453613,0.5037522912025452,-0.2663925588130951,0.1807834655046463,-7.0661725997924805,0.8515235185623169,25.34812355041504,0.8277468085289001,-0.33716920018196106,,,20.186752319335938,21.123645782470703,18.982023239135742
2182,4743400364609879552,-58.8769416809082,276.2879638671875,35.66645050048828,-53.27505874633789,0.3160640597343445,0.16505014896392822,-0.21989798545837402,0.17544284462928772,1.704783320426941,0.25810006260871887,12.3152437210083,0.26092329621315,-0.0247991681098938,,,18.670793533325195,18.92131805419922,18.200143814086914
2183,4743399990948781056,-58.88594055175781,276.3094787597656,35.642547607421875,-53.275779724121094,1.748024344444275,0.02184554748237133,-0.3256973326206207,0.0924207791686058,-15.516875267028809,0.0319226048886776,5.141415119171143,0.031954575330019,-0.04076295718550682,11.911316871643066,1.434855341911316,12.632179260253906,12.997450828552246,12.109193801879883
2184,4743399647351397504,-58.87385940551758,276.2674865722656,35.683067321777344,-53.27028274536133,1.727597951889038,0.014741895720362663,-0.2985607087612152,0.07989662885665894,-15.92648696899414,0.021745288744568825,4.731038570404053,0.02187764085829258,-0.01972661167383194,,,13.846658706665039,14.230840682983398,13.30711555480957
2186,4743400295890405632,-58.912052154541016,276.34637451171875,35.58970260620117,-53.26900863647461,2.9781103134155273,0.1590275764465332,-0.28606924414634705,0.12338167428970337,15.038553237915039,0.24436190724372864,15.82647705078125,0.23891881108283997,-0.1542930006980896,,,18.55172348022461,19.627172470092773,17.380352020263672
2188,4743403117684955008,-58.928165435791016,276.3842468261719,35.54736328125,-53.26999282836914,2.136273145675659,0.08592386543750763,-0.096356600522995,0.11268077790737152,9.710164070129395,0.15140222012996674,43.712852478027344,0.13534577190876007,-0.1299259513616562,,,17.60885238647461,18.809484481811523,16.504711151123047
2189,4743400192811190016,-58.91978073120117,276.36529541015625,35.568904876708984,-53.26974868774414,0.8558750748634338,0.2503458261489868,-0.3103751540184021,0.14215165376663208,-2.2736213207244873,0.4013156592845917,56.76742172241211,0.38986799120903015,-0.2219611406326294,,,19.33011245727539,19.96999740600586,18.446029663085938
2190,4743400192811192064,-58.92194747924805,276.3566589355469,35.572044372558594,-53.265167236328125,1.6329801082611084,0.16206233203411102,-0.2767532765865326,0.11767885833978653,-11.814840316772461,0.2549188435077667,5.301501274108887,0.25199073553085327,-0.16369308531284332,,,18.755746841430664,20.00675392150879,17.604244232177734
2194,4743400712503286144,-58.925479888916016,276.2835388183594,35.61515426635742,-53.23738098144531,0.41963014006614685,0.05219045653939247,-0.34169790148735046,0.098211869597435,2.71182918548584,0.07636354118585587,-2.1369693279266357,0.08096998184919357,-0.07910159230232239,,,16.755163192749023,17.063899993896484,16.28730583190918
2195,4743400678143548160,-58.909889221191406,276.2481384277344,35.655277252197266,-53.23679733276367,1.8857542276382446,0.013993632048368454,-0.32486459612846375,0.056086890399456024,10.082119941711426,0.02001061476767063,50.49921798706055,0.020305892452597618,-0.012111281044781208,16.425519943237305,3.940403461456299,13.319002151489258,13.722355842590332,12.761638641357422
2196,4743399677415112320,-58.854000091552734,276.2342224121094,35.72665786743164,-53.27356719970703,0.3572467565536499,0.13120037317276,-0.3314237892627716,0.17115354537963867,-0.38005542755126953,0.19963239133358002,15.634140014648438,0.19808171689510345,-0.16094502806663513,,,18.378795623779297,18.819488525390625,17.73095703125
2198,4743399716069950464,-58.860198974609375,276.22314453125,35.72684097290039,-53.2651252746582,1.5725655555725098,1.0275856256484985,-0.2826758325099945,0.19449688494205475,16.300901412963867,1.7304458618164062,16.316162109375,1.8529952764511108,-0.3886135220527649,,,20.8680419921875,21.34178924560547,19.622953414916992
2199,4743400983085171840,-58.84363555908203,276.1962585449219,35.76264953613281,-53.268131256103516,1.7984005212783813,0.5446997284889221,-0.36171767115592957,0.21510417759418488,2.9676337242126465,0.7622891068458557,29.242687225341797,0.7531399130821228,-0.1744849979877472,,,19.931011199951172,21.300464630126953,18.51380729675293
2201,4743400987381194240,-58.848777770996094,276.1747131347656,35.77073287963867,-53.25685501098633,4.290682792663574,0.08551187813282013,-0.26442259550094604,0.15777228772640228,-6.265228271484375,0.12390752881765366,-16.987524032592773,0.11796866357326508,-0.21179765462875366,,,17.11686134338379,18.45431900024414,15.859856605529785
2203,4743400987381194112,-58.856163024902344,276.16961669921875,35.7657470703125,-53.249595642089844,0.3435044288635254,0.14726859331130981,-0.2543638348579407,0.12031114846467972,-2.901904344558716,0.2318526655435562,5.075672626495361,0.22790373861789703,-0.24950343370437622,,,18.530160903930664,18.87899398803711,17.969852447509766
2206,4743401193539624192,-58.86593246459961,276.17706298828125,35.75001907348633,-53.244930267333984,0.7697452902793884,0.04198683053255081,-0.2976813018321991,0.12797269225120544,2.0133588314056396,0.06347313523292542,5.189789772033691,0.06329657137393951,-0.10968058556318283,,,16.39095115661621,16.83271026611328,15.804344177246094
2207,4743401086164397056,-58.840091705322266,276.0888671875,35.83552932739258,-53.2335090637207,0.7881532907485962,0.39509326219558716,-0.4277000427246094,0.23465651273727417,-5.418243885040283,0.5234883427619934,-0.5552754402160645,0.5566585063934326,-0.17091351747512817,,,19.921344757080078,20.96135902404785,18.746681213378906
2208,4743401257963089920,-58.87529754638672,276.1606140136719,35.75010299682617,-53.23227310180664,2.739964723587036,0.19641633331775665,-0.3090839684009552,0.06451141089200974,-5.46116828918457,0.30674096941947937,22.980852127075195,0.3129664659500122,-0.1610037386417389,,,18.838350296020508,20.053730010986328,17.633852005004883
2211,4743400570768323456,-58.90293884277344,276.2177734375,35.682525634765625,-53.23149490356445,1.3100605010986328,0.13613784313201904,-0.3521626889705658,0.13974109292030334,-11.033452987670898,0.1927633136510849,39.11503219604492,0.20815600454807281,-0.11817465722560883,,,18.27427101135254,19.29315185546875,17.234132766723633
2212,4743400746863024768,-58.921775817871094,276.2415466308594,35.64624786376953,-53.225677490234375,0.6262191534042358,0.36252501606941223,-0.3172626197338104,0.17024877667427063,7.769107341766357,0.5149098634719849,9.4752779006958,0.5522210001945496,-0.1470986008644104,,,19.70641326904297,20.357738494873047,18.72545623779297
2214,4743401434056748672,-58.8828125,276.0919494628906,35.78566360473633,-53.20291519165039,1.04423987865448,0.6828856468200684,-0.36514052748680115,0.24752014875411987,-4.3994669914245605,1.083152413368225,14.863295555114746,1.2313166856765747,-0.4750523865222931,,,20.47977638244629,21.28904914855957,19.223543167114258
2215,4743401429761790976,-58.88726806640625,276.0888977050781,35.78263854980469,-53.198543548583984,0.4529375433921814,0.11567246913909912,-0.485566109418869,0.23769666254520416,-0.09732917696237564,0.15713945031166077,2.9231081008911133,0.1479494422674179,-0.16893605887889862,,,17.801137924194336,18.40156364440918,17.03475570678711
2219,4743379989285039872,-58.97199249267578,276.3883972167969,35.495975494384766,-53.238685607910156,2.1621148586273193,0.1344185769557953,-0.28760936856269836,0.05039115995168686,15.122505187988281,0.22250424325466156,18.900562286376953,0.22314471006393433,-0.12419351190328598,,,18.468507766723633,19.75587272644043,17.30091094970703
2221,4743403456986347264,-58.969608306884766,276.3582458496094,35.51803207397461,-53.23012924194336,0.6444678902626038,0.3494008481502533,-0.2954195737838745,0.1288090944290161,1.1556317806243896,0.5742047429084778,7.016036033630371,0.5779755115509033,-0.19646428525447845,,,19.78038787841797,20.363752365112305,18.810338973999023
2223,4743400708207277696,-58.92848205566406,276.2637634277344,35.624515533447266,-53.22833251953125,1.5813270807266235,0.165408656001091,-0.306479811668396,0.11745268106460571,3.289376735687256,0.2465626299381256,22.374950408935547,0.2656964361667633,-0.07482577860355377,,,18.72699546813965,19.803821563720703,17.608644485473633
2224,4743403525705826304,-58.96261978149414,276.3191223144531,35.550941467285156,-53.221927642822266,2.1829612255096436,0.3330012857913971,-0.35881805419921875,0.16610410809516907,-2.936455011367798,0.4983437657356262,9.576845169067383,0.5089437365531921,-0.1557701826095581,,,19.73065185546875,20.955900192260742,18.446596145629883
2225,4743404285915160832,-58.99208450317383,276.365478515625,35.488426208496094,-53.21581268310547,1.5195732116699219,0.7068353891372681,-0.3114258646965027,0.14873820543289185,18.396059036254883,1.5499558448791504,17.083467483520508,1.3548895120620728,-0.3409009873867035,,,20.725631713867188,21.371307373046875,19.415416717529297
2229,4743381020077199232,-59.006141662597656,276.3739318847656,35.467384338378906,-53.20820999145508,1.0016415119171143,0.1915457844734192,-0.30915018916130066,0.10063410550355911,9.025618553161621,0.3048212230205536,16.83940887451172,0.3093544840812683,-0.08857934921979904,,,18.970958709716797,19.937231063842773,17.873647689819336
