,id,b,l,ra,dec,parallax,parallax_err,parallax_pmdec_corr,parallax_pmra_corr,pmdec,pmdec_err,pmra,pmra_err,pmra_pmdec_corr,vrad,vrad_err,Gmag,BPmag,RPmag
4,4835515322776044032,-50.02549362182617,251.6005859375,58.00930404663086,-44.96583557128906,-1.1180130243301392,1.5270354747772217,-0.15416190028190613,0.1265990287065506,3.103510856628418,3.317697286605835,-2.6005923748016357,2.5552902221679688,-0.2674980163574219,,,20.379018783569336,20.006589889526367,18.63933753967285
5,4835515524639620352,-50.02939987182617,251.58676147460938,58.00624084472656,-44.95637893676758,0.16093002259731293,0.6215229630470276,0.1255847066640854,0.008898052386939526,3.308472156524658,1.599618911743164,8.553000450134277,1.0346413850784302,0.05076833814382553,,,20.417619705200195,20.51589012145996,19.34438705444336
10,4835515460214994688,-50.015933990478516,251.57164001464844,58.02751159667969,-44.949371337890625,-0.26010391116142273,0.9389077425003052,-0.05076753348112106,-0.15450763702392578,3.7320659160614014,1.6579689979553223,-2.6532745361328125,1.3976500034332275,-0.18677811324596405,,,20.69500160217285,21.04704475402832,19.388362884521484
11,4835515460216552832,-50.02009582519531,251.55862426757812,58.02395248413086,-44.94037628173828,0.10474228858947754,0.29074010252952576,-0.1581180989742279,-0.017189865931868553,-10.399811744689941,0.6331713199615479,2.891099691390991,0.49952593445777893,-0.09330271184444427,,,19.500545501708984,19.80544662475586,19.04641342163086
13,4835515696438568064,-50.02034378051758,251.54432678222656,58.026039123535156,-44.931304931640625,-0.08146867156028748,0.5099092125892639,-0.16801340878009796,-0.11320775747299194,-5.181488513946533,1.0376968383789062,3.1353068351745605,0.9329879879951477,-0.14789079129695892,,,20.219757080078125,20.65376091003418,19.645275115966797
16,4835521576249981184,-50.021175384521484,251.51698303222656,58.0295295715332,-44.91388702392578,-0.37390071153640747,0.3772694766521454,-0.1448802947998047,-0.006941901985555887,-2.3406600952148438,0.8104962110519409,2.819715738296509,0.6454311013221741,-0.16831353306770325,,,19.846818923950195,20.07265281677246,19.474124908447266
17,4835521571953719680,-50.01955795288086,251.50802612304688,58.03329086303711,-44.90854263305664,0.14723855257034302,0.3713876008987427,-0.07163776457309723,-0.05372299998998642,-0.5958245992660522,0.8137185573577881,0.6904211044311523,0.6698087453842163,-0.24772290885448456,,,19.649545669555664,19.73409080505371,19.234703063964844
18,4835543905783645184,-50.41703796386719,251.72828674316406,57.444000244140625,-44.97063446044922,0.10786712169647217,0.12094943970441818,-0.055549073964357376,0.15951044857501984,3.454578161239624,0.26966190338134766,2.420804977416992,0.23600886762142181,-0.07638627290725708,,,18.098005294799805,18.39920997619629,17.60647201538086
20,4835543738281199872,-50.43047332763672,251.72593688964844,57.42580032348633,-44.96652603149414,0.1251341700553894,0.3174844980239868,0.09981432557106018,0.21857091784477234,0.7680133581161499,0.7120005488395691,5.471131801605225,0.52049720287323,-0.051452960819005966,,,19.477210998535156,20.0230655670166,18.745731353759766
22,4835543768344692352,-50.4452018737793,251.7355194091797,57.403690338134766,-44.9696044921875,0.022316770628094673,0.20358790457248688,0.01773482747375965,0.1376103311777115,3.5840046405792236,0.47957324981689453,8.075947761535645,0.367269366979599,-0.0682525560259819,,,18.683439254760742,18.97564125061035,18.210588455200195
29,4835550266629860608,-50.582401275634766,251.78578186035156,57.204647064208984,-44.9736442565918,0.6297448873519897,0.6431300640106201,0.15111584961414337,0.168635755777359,-2.0153205394744873,1.388490080833435,3.733870506286621,1.2972019910812378,-0.09634625166654587,,,20.52968406677246,20.458375930786133,20.141651153564453
31,4835550472788546304,-50.53044891357422,251.7653350830078,57.280269622802734,-44.97129821777344,0.6907894015312195,0.7083837389945984,0.22749391198158264,0.1481150984764099,0.2748894691467285,1.618536353111267,31.87646484375,1.3869812488555908,-0.0646253228187561,,,20.524410247802734,20.954044342041016,19.188640594482422
36,4835550709011844992,-50.555511474609375,251.75572204589844,57.24728012084961,-44.96030807495117,0.24204933643341064,0.21596428751945496,0.027560096234083176,0.17081710696220398,-5.324312210083008,0.42745164036750793,4.649551868438721,0.37200748920440674,-0.1390196532011032,,,19.00761604309082,19.720130920410156,18.196779251098633
